foreign_table,rel,primary_table,no,fk_column_name,join,pk_column_name,fk_constraint_name
dbo.EmployeeCareer,>-,dbo.ReasonForLeaving,1,ReasonForDismissalId, = ,Id,FKLRV02fRD8ManU2ikgxHOisT4HM
dbo.EmployeeFile,>-,dbo.Contact,1,LockedById, = ,Id,FKv4yYcSP5q59R4TIHISOUBWvtfs
dbo.EmployeeFile,>-,dbo.Employee,1,EmployeeId, = ,Id,FKe02wh36Xa2sMW9uPCPqEauxOJ2A
dbo.EmployeeFile,>-,dbo.FileType,1,TypeId, = ,Id,FKSF0MNTznkf4t69WPUWgYFjvum0
dbo.EmployeeFolder,>-,dbo.EmployeeFolder,1,ParentId, = ,Id,FKw6eY3cFmihjFM3qvNDTDv9tpiY
dbo.EmployeeFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FKVa1QaYRi3AkN4FVVsc5tpmc30
dbo.EmployeeInFolder,>-,dbo.Employee,1,EmployeeId, = ,Id,FKnQGMRYk4PT213wyVNbE1P73Nn0c
dbo.EmployeeInFolder,>-,dbo.EmployeeFolder,1,FolderId, = ,Id,FK3AAoEnt0mFmFLhdlZZUdqQowk
dbo.EmployeeInTag,>-,dbo.Employee,1,EntityId, = ,Id,FK8Lnn6mLh3lz2nbO1e9Iktt3BQU
dbo.EmployeeInTag,>-,dbo.EmployeeTag,1,TagId, = ,Id,FKTUWnxM5Zn1ho4WwVBjJBF5LbuBQ
dbo.EmployeeTag,>-,dbo.TagType,1,TypeId, = ,Id,FKF1w9dOXpsFPY3OHj2Neto1j6DYM
dbo.EnrchFoundAccount,>-,dbo.Account,1,AccountId, = ,Id,FKKYrscNGQt60indT6bQmaeoTyk
dbo.EnrchFoundAccount,>-,dbo.EnrchTextEntity,1,EnrchTextEntityId, = ,Id,FKsQGQuOAuCaLGTeZKqLONUImAiw
dbo.EnrchFoundContact,>-,dbo.Contact,1,ContactId, = ,Id,FKZdbc7WQp7AKKwXkqLVxyJXDih2o
dbo.EnrchFoundContact,>-,dbo.EnrchTextEntity,1,EnrchTextEntityId, = ,Id,FKOK1myQMJhN8emSz3v8hFoj2W0j0
dbo.EnrchProcessedData,>-,dbo.Contact,1,ContactId, = ,Id,FKQwBZBL05uuJeJYmysappXAoveY
dbo.EnrchRejectedData,>-,dbo.Contact,1,ContactId, = ,Id,FKFxawmm5rYj7gtZHzdeXorutuoDs
dbo.EnrchTextEntity,>-,dbo.EnrchEmailData,1,EnrchEmailDataId, = ,Id,FKbIJssG7u0ypte3i1DwNEbLGIM
dbo.EnrchTextEntity,>-,dbo.EnrchTextEntity,1,ParentId, = ,Id,FKHQRBz3X3tSY5qJmCcNXCqCy8Lw
dbo.EnrchTypeMapping,>-,dbo.CommunicationType,1,CommunicationTypeId, = ,Id,FK3X11eqMpCvP2llPrVqLKIed2CLU
dbo.EntryPoint,>-,dbo.SysProcessElementData,1,SysProcessElementDataId, = ,Id,FKX1KUlS1IhqaLHwtCJpYjIvArTWk
dbo.ESNNotification,>-,dbo.Contact,1,OwnerId, = ,Id,FK45wvdNIGSgsnSbadJgrsGzN9c
dbo.ESNNotification,>-,dbo.ESNNotificationType,1,TypeId, = ,Id,FKt3pkaRgzYl9E7dT9hYomBu2L1U
dbo.ESNNotification,>-,dbo.SocialMessage,1,SocialMessageId, = ,Id,FK5NcDsen7U6kkH4E75E3qhuqx72M
dbo.ESNNotificationType,>-,dbo.SysImage,1,IconId, = ,Id,FKBiNbaYbo2aGngKhgvbaAyiJLM
dbo.Event,>-,dbo.AccountIndustry,1,IndustryId, = ,Id,FK0mYgvtXtC737v60YpauZvHGUGdo
dbo.Event,>-,dbo.Campaign,1,CampaignId, = ,Id,FKWNXdzEnVwqw09cW9ttTEFYPXk
dbo.Event,>-,dbo.Contact,1,OwnerId, = ,Id,FKGkTIhrcR53rPKxOCuNyRxSlBhs
dbo.Event,>-,dbo.EventStatus,1,StatusId, = ,Id,FK6ruPZLCApjHteOTM6gmNj5t8UCI
dbo.Event,>-,dbo.EventType,1,TypeId, = ,Id,FK6WjTWeocdU5w8JLzfH8sLFbui8
dbo.Event,>-,dbo.SegmentStatus,1,ActualizeStatusId, = ,Id,FKVusLT3laRgWnIm07RewNOekQh8
dbo.Event,>-,dbo.SegmentStatus,1,SegmentsStatusId, = ,Id,FKahfaTpDP0iX9N5sfxHF7ouOZOo
dbo.Event,>-,dbo.Territory,1,TerritoryId, = ,Id,FKHyZTvkd36u38bUbjBOQZY0N0g
dbo.EventFile,>-,dbo.Contact,1,LockedById, = ,Id,FKvp3zREn6MaHUkkdgjhewhr7EQ
dbo.EventFile,>-,dbo.Event,1,EventId, = ,Id,FKeBRtgYIZOWwzRug7Eun5rg94Iw
dbo.EventFile,>-,dbo.FileType,1,TypeId, = ,Id,FKt9zHMK5pQNI5h1MXALVfh7iPd4
dbo.EventFolder,>-,dbo.EventFolder,1,ParentId, = ,Id,FKtgnZBhAUtipS7G9yueS9vjiyn0
dbo.EventFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FKNwPjhm6qAZ7byafdYEpxibcKXo
dbo.EventInFolder,>-,dbo.Event,1,EventId, = ,Id,FK4PzpqsSxYUMVsEXUWsmM1QWKirk
dbo.EventInFolder,>-,dbo.EventFolder,1,FolderId, = ,Id,FKV9rnMu5XfRX6rsYuYEJY25F2QsA
dbo.EventInTag,>-,dbo.Event,1,EntityId, = ,Id,FKnSwKvl3pEuktKReQ8DNKZqopI
dbo.EventInTag,>-,dbo.EventTag,1,TagId, = ,Id,FK49UzCeNlSq7JsgEHxMt8Omn0Y
dbo.EventProduct,>-,dbo.Brand,1,BrandId, = ,Id,FKuSi1ozrR3Wde335Sh5LFNcAi5ho
dbo.EventProduct,>-,dbo.Event,1,EventId, = ,Id,FKz8vvrsmG3meFPq90gw46DL84fP0
dbo.EventProduct,>-,dbo.Product,1,ProductId, = ,Id,FKs6FWaUkcRghZstufMHvwpiX2Pg
dbo.EventSegment,>-,dbo.ContactFolder,1,SegmentId, = ,Id,FKMb4I7gW4rNhbQVw1OaTITd7VJtE
dbo.EventSegment,>-,dbo.Event,1,EventId, = ,Id,FKbpUTyXaHH9tUoK8lYWaqxzxSgU
dbo.EventSegment,>-,dbo.SegmentStatus,1,StateId, = ,Id,FK5cbPTXjFhuzfscEcpqE7pjirRg
dbo.EventTag,>-,dbo.TagType,1,TypeId, = ,Id,FKobw4sFtnU3gEN8ho2xKJxqHXk8
dbo.EventTarget,>-,dbo.Contact,1,ContactId, = ,Id,FKWQ8LIs4bB11CmzvvUIgSVSh5F0
dbo.EventTarget,>-,dbo.Event,1,EventId, = ,Id,FK6UUchEJOKl63iVsU4rurpA56V0
dbo.EventTarget,>-,dbo.EventResponse,1,EventResponseId, = ,Id,FKWvMY99HvPoWce12YQd3N2Gty6Y8
dbo.EventTarget,>-,dbo.GeneratedWebForm,1,GeneratedWebFormId, = ,Id,FKY4SInmuAPc6FpkSVWpSMF97YyY
dbo.EventTeam,>-,dbo.Account,1,AccountId, = ,Id,FK3FufHMQXWwoFq2r2PlNOF9opNuk
dbo.EventTeam,>-,dbo.Contact,1,ContactId, = ,Id,FKkgJIKRsRa0RSXkollYUFTPWVshs
dbo.EventTeam,>-,dbo.Event,1,EventId, = ,Id,FKadBeD6PF54jOHO6V5Ios83vQw
dbo.EventTeam,>-,dbo.EventTeamRoles,1,RoleId, = ,Id,FKmq99QFc35Q5py03yu535h6GEgE
dbo.ExcelImportLog,>-,dbo.ExcelImport,1,ExcelImportId, = ,Id,FKlQjE63p8FWHK4VfqvldvtkpWYIs
dbo.ExternalAccess,>-,dbo.Contact,1,GrantorId, = ,Id,FKqy6r47TQaYLQu13CNurUe1Rg
dbo.ExternalAccess,>-,dbo.ExternalAccessClient,1,ExternalAccessClientId, = ,Id,FKLsA4bYvgMGt4b43RDsO5hqSevvE
dbo.ExternalAccessFile,>-,dbo.Contact,1,LockedById, = ,Id,FK9y8LOeDmJTsBiI4eq8NQ9a53x8
dbo.ExternalAccessFile,>-,dbo.ExternalAccess,1,ExternalAccessId, = ,Id,FKgo4E2QnEZHUJ7gkHz6qtnVMX5o
dbo.ExternalAccessFile,>-,dbo.FileType,1,TypeId, = ,Id,FKkD8yTtmouiLHLdqHBnYWBfqG6g
dbo.ExternalAccessFolder,>-,dbo.ExternalAccessFolder,1,ParentId, = ,Id,FKL2g1M9gjQfKQHJuA7hSWhwWJPL0
dbo.ExternalAccessFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FK0EXFZYLsXazVC8YhF6poMNNVk
dbo.ExternalAccessInFolder,>-,dbo.ExternalAccess,1,ExternalAccessId, = ,Id,FKXUuKOpr0Ih115v1GzJS5CaH1I
dbo.ExternalAccessInFolder,>-,dbo.ExternalAccessFolder,1,FolderId, = ,Id,FKl8QtErVWbmv0LF7HJfa1qfKJznY
dbo.ExternalAccessInTag,>-,dbo.ExternalAccess,1,EntityId, = ,Id,FKis5uY352gSLtuW6fN8ytYLf4vIA
dbo.ExternalAccessInTag,>-,dbo.ExternalAccessTag,1,TagId, = ,Id,FKMpAoLB6BT7gzxTnusWU5CrTNqGQ
dbo.ExternalAccessRequestLog,>-,dbo.Contact,1,RequestedById, = ,Id,FKxCtuXYIBxbwMVKVx2cL8wQH7GZA
dbo.ExternalAccessTag,>-,dbo.TagType,1,TypeId, = ,Id,FKp0SrzsQRsb2nYqTRG8Fm86wMY
dbo.FacebookChannelData,>-,dbo.Channel,1,ChannelId, = ,Id,FKmhvaDg8VQXuKiXOr7uJsj7V7Ss
dbo.FastReportDataSource,>-,dbo.FastReportTemplate,1,TemplateId, = ,Id,FKms4m5gG4eELRfQMxJ1jLmIGSM
dbo.FastReportDataSource,>-,dbo.FRDataSourceType,1,TypeId, = ,Id,FKZzRoIhggWoVvls1SpgmV6rvfM
dbo.Favorites,>-,dbo.Contact,1,ContactId, = ,Id,FK2bhvFQUwXqbcwIo9jtCVVK3JY
dbo.Favorites,>-,dbo.KnowledgeBase,1,KnowledgeBaseId, = ,Id,FK7AL9uWFBUm96JCtmoNc9pBSVQK8
dbo.FieldForceActionsInRule,>-,dbo.FieldForceActionType,1,FieldForceActionTypeId, = ,Id,FKUq9mbcWUQJEh9BxGg9qik7Mhc
dbo.FieldForceActionsInRule,>-,dbo.FieldForceRules,1,FieldForceRuleId, = ,Id,FKjoSGqSpwBhWjHP0uXFoGFtywWnQ
dbo.FieldForceActionsKnowledgeBase,>-,dbo.FieldForceActionsInRule,1,ActionInRuleId, = ,Id,FKSDsQfxQNdFLRiYgPpK3iMhdwo
dbo.FieldForceActionsKnowledgeBase,>-,dbo.KnowledgeBase,1,KnowledgeBaseId, = ,Id,FKoeSG5QTyyu1tsCpvkqfIG4bR8
dbo.FieldForceRules,>-,dbo.ActivityCategory,1,VisitCategoryId, = ,Id,FKoj4YVXszmdmeNNYA6ysOAOMUAQ
dbo.File,>-,dbo.Contact,1,LockedById, = ,Id,FKuZ3Vu7HZySUvedYOoa4Zqlmc
dbo.File,>-,dbo.FileType,1,TypeId, = ,Id,FKZUGYgpwfOjXraaIwzEk5y9sw1pU
dbo.FileFolder,>-,dbo.FileFolder,1,ParentId, = ,Id,FKwLJalBx64P1HJETUUIAc7nZiVg
dbo.FileFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FK3OVaKEYLzGt5pxeEdTqGChKNIeE
dbo.FileImportParameters,>-,dbo.ImportStage,1,ImportStageId, = ,Id,FKnMG7G5PV5pIWYGTABqw7eVVuY
dbo.FileInFolder,>-,dbo.File,1,FileId, = ,Id,FKPp0NwUDMMwRgC332VbGCl6LLTX0
dbo.FileInFolder,>-,dbo.FileFolder,1,FolderId, = ,Id,FKIxaFA2jVNzg6BHTHIg4H73UzUc
dbo.FileLead,>-,dbo.Contact,1,LockedById, = ,Id,FKN4gPE3w0OXSAhyYwsOG83mJPY
dbo.FileLead,>-,dbo.FileType,1,TypeId, = ,Id,FKuVBbiPJasnlTQaHYjebla6C3dcM
dbo.FileLead,>-,dbo.Lead,1,LeadId, = ,Id,FKlIqDWLYi2ONsi17IY05Nfa6WRk
dbo.FolderFavorite,>-,dbo.SysAdminUnit,1,SysAdminUnitId, = ,Id,FKpWeczexBr7h31SaskWaFzGvxyRM
dbo.FolderType,>-,dbo.SysImage,1,ImageId, = ,Id,FKwExhJweW0kGriN0mUNywzpZHSM
dbo.Forecast,>-,dbo.PeriodType,1,PeriodTypeId, = ,Id,FKJBNsR6nVDMM4Uvz9tWDqK6pFbo
dbo.ForecastColumn,>-,dbo.ForecastColumnType,1,TypeId, = ,Id,FK0ckOn4vOpE8D9mi11vfoyjymdg
dbo.ForecastColumn,>-,dbo.ForecastIndicator,1,IndicatorId, = ,Id,FK5iLi7ysYySvbrbCjDAslAWINX5s
dbo.ForecastColumn,>-,dbo.ForecastSheet,1,SheetId, = ,Id,FK84R6spXLNdhxXANaifQhmEBiUMs
dbo.ForecastDimension,>-,dbo.Dimension,1,DimensionId, = ,Id,FKdElCEQZJwLzgUq8rGgTam8F8
dbo.ForecastDimension,>-,dbo.Forecast,1,ForecastId, = ,Id,FK3jAzqGFPbvK1UQQv5wuVBh02Fxs
dbo.ForecastItem,>-,dbo.Forecast,1,ForecastId, = ,Id,FKSOPcjI2qcuEkthLMz3NHwl5s7E
dbo.ForecastItem,>-,dbo.ForecastDimension,1,ForecastDimensionId, = ,Id,FKzvp7CRPkTQH8OtiXrNWb4CXisc
dbo.ForecastItem,>-,dbo.ForecastItem,1,ParentId, = ,Id,FKKgwfMxjTFtnrAqUQqLoPydqjDTQ
dbo.ForecastItemValue,>-,dbo.ForecastIndicator,1,ForecastIndicatorId, = ,Id,FKny2kPMNYw9mwPY3UOfxJuJLiFk
dbo.ForecastItemValue,>-,dbo.ForecastItem,1,ForecastItemId, = ,Id,FKYh2cdZBttGPG1n8fRgbMlz7XMGs
dbo.ForecastItemValue,>-,dbo.Period,1,PeriodId, = ,Id,FK5UiciZRdFtZkX1CQvRTcP761g
dbo.ForecastSheet,>-,dbo.PeriodType,1,PeriodTypeId, = ,Id,FKQy1lsx99CLmSuilwRJloU9wt7A
dbo.Fund,>-,dbo.FundType,1,FundTypeId, = ,Id,FKd0ua3Aeb759DR4WjGbvXGbsCDE
dbo.Fund,>-,dbo.Partnership,1,PartnershipId, = ,Id,FKyPrvG0NRl1GHGPWMKQXQqtpgOc
dbo.GeneratedWebForm,>-,dbo.Contact,1,OwnerId, = ,Id,FKow7QxlxlWEPk4P8fT0q98fA5I
dbo.GeneratedWebForm,>-,dbo.LandingType,1,TypeId, = ,Id,FKKHUvoSk8pDduVcfqCdCqWT7X8
dbo.GeneratedWebForm,>-,dbo.LendingState,1,StateId, = ,Id,FK1un2SBvErbVt64igaqZ00gZCFQ
dbo.GeneratedWebFormFile,>-,dbo.Contact,1,LockedById, = ,Id,FKgVjemniilAqNkx0GVN8H3i7jryg
dbo.GeneratedWebFormFile,>-,dbo.FileType,1,TypeId, = ,Id,FK4rbCqiJT3mBQV3oK4KUEGZevlY
dbo.GeneratedWebFormFile,>-,dbo.GeneratedWebForm,1,GeneratedWebFormId, = ,Id,FKuxZUiiyeldWA1yyTNsATGBDA
dbo.GeneratedWebFormFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FKDEXiFfq243OmNimn3KrcVo0R2Q
dbo.GeneratedWebFormFolder,>-,dbo.GeneratedWebFormFolder,1,ParentId, = ,Id,FKAu8hO8kcLbN46emjAsQFm0uV1mE
dbo.GeneratedWebFormInFolder,>-,dbo.GeneratedWebForm,1,GeneratedWebFormId, = ,Id,FKACCKhOrj7JuRb1gfBJiWSUvUxp4
dbo.GeneratedWebFormInFolder,>-,dbo.GeneratedWebFormFolder,1,FolderId, = ,Id,FKXxBe1EDVNXw7wVPLH3CGa1oW60
dbo.GeneratedWebFormInTag,>-,dbo.GeneratedWebForm,1,EntityId, = ,Id,FKJh3DPC3Sixe5ncRtairq68C9OU
dbo.GeneratedWebFormInTag,>-,dbo.GeneratedWebFormTag,1,TagId, = ,Id,FKyoq3YtPIMiMTeIJMgEw42pu1Tfg
dbo.GeneratedWebFormTag,>-,dbo.TagType,1,TypeId, = ,Id,FKZRcGBE2mN85OtyEyaBwsbnwQA
dbo.GlbContactInDepartment,>-,dbo.Contact,1,GlbContactId, = ,Id,FKR4bto7UGTmRLtUBcL64wWZ1cCg
dbo.GlbContactInDepartment,>-,dbo.GlbDepartment,1,GlbDepartmentId, = ,Id,FKmFLnY7A2Q9Wz5rhy61MDX1jryg
dbo.GlbContactInDepartment,>-,dbo.GlbDepartmentRole,1,GlbRoleId, = ,Id,FK2fR2w72tUFbhnPklpo4ZuL6V9M
dbo.GlbDepartment,>-,dbo.City,1,GlbCityId, = ,Id,FKFoqdxNK8G43kYjHRQfJOwQ
dbo.GlbDepartment,>-,dbo.GlbDepartmentType,1,GlbDepartmentTypeId, = ,Id,FKldpuO8IzTSv29c276DNRxNjg0
dbo.GlbDepartment,>-,dbo.Region,1,GlbStateId, = ,Id,FKqhQOFLH7AtPYnaAHlYkSNlWvTI
dbo.GlbDepartmentFile,>-,dbo.Contact,1,LockedById, = ,Id,FKicoOFL3GGm2BSfUeyc7B2OgfY
dbo.GlbDepartmentFile,>-,dbo.FileType,1,TypeId, = ,Id,FKH30cLzwQyTOyGbgIHpqvHVLpZg
dbo.GlbDepartmentFile,>-,dbo.GlbDepartment,1,GlbDepartmentId, = ,Id,FKPFnOHyJDF4vCzzpCGncc7SNGKc
dbo.GlbDepartmentFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FKU70zu9uzRD7VQLknPR1Z6if4RY
dbo.GlbDepartmentFolder,>-,dbo.GlbDepartmentFolder,1,ParentId, = ,Id,FKt2mOHmXVnQnrOQ3KZueXVcrXnTE
dbo.GlbDepartmentInFolder,>-,dbo.GlbDepartment,1,GlbDepartmentId, = ,Id,FKwCXdPg3rvxFVog51SMUJ6bPXmWM
dbo.GlbDepartmentInFolder,>-,dbo.GlbDepartmentFolder,1,FolderId, = ,Id,FKIYmyR05ttaQoKIbxcnnmTtD4c
dbo.GlbDepartmentInTag,>-,dbo.GlbDepartment,1,EntityId, = ,Id,FKkB0bY27xr2dDr6MCKQiwJirOw
dbo.GlbDepartmentInTag,>-,dbo.GlbDepartmentTag,1,TagId, = ,Id,FKGCdqBYWDjlIp89gpeZjbkD10ZA
dbo.GlbDepartmentRole,>-,dbo.GlbDepartmentType,1,GlbDepartmentTypeId, = ,Id,FKIJfFeOsOv7EMFnAXJGAKrlCd5U
dbo.GlbDepartmentTag,>-,dbo.TagType,1,TypeId, = ,Id,FKDnxDdVuPOxFLDbZGusdceE
dbo.GlbEmployeeRoles,>-,dbo.GlbContactInDepartment,1,GlbEmployeeId, = ,Id,FKOCnR1j2aloLW0fNHCAkeS8zG1s
dbo.GlbEmployeeRoles,>-,dbo.GlbDepartmentRole,1,GlbRoleId, = ,Id,FK27PRcfmM0nulLE0jMZ2Y92XNo
dbo.GlbLeadStageAvailability,>-,dbo.GlbDepartment,1,GlbDepartmentId, = ,Id,FKcECz1CN1UaunWfhx5IdOhx56Y
dbo.GlbLeadStageAvailability,>-,dbo.LeadType,1,GlbProductNeedId, = ,Id,FKkPoNi3FsMS4FycKtporgGaxhWKI
dbo.GlbProductNeedInDepartment,>-,dbo.GlbDepartment,1,GlbDepartmentId, = ,Id,FKDML3azgd3NgHL5ViONhZybcs
dbo.GlbProductNeedInDepartment,>-,dbo.LeadType,1,GlbProductNeedId, = ,Id,FKWAx8Zi89IOdkqVfc7asCnrib4C8
dbo.GlbRoleForProductNeed,>-,dbo.GlbDepartment,1,GlbDepartmentId, = ,Id,FKbQAqq1yFzAXB9kOSmm7Gjzy8meA
dbo.GlbRoleForProductNeed,>-,dbo.GlbDepartmentRole,1,GlbRoleId, = ,Id,FK1P9Ly1853aPQNF6KdeV12aESRRQ
dbo.GlbRoleForProductNeed,>-,dbo.LeadType,1,GlbProductNeedId, = ,Id,FKrgfV0XLwtZdEkPqlGWGVOMz68Q
dbo.GlobalDuplicateSearchState,>-,dbo.GlobalDuplicateSearchStatus,1,SearchStatusId, = ,Id,FKWrwHDzOf2BnqE19j8QF0LApOhqU
dbo.ImportSessionChunk,>-,dbo.FileImportParameters,1,ImportParametersId, = ,Id,FKk2yIxdY4sykYHBqPgFCaWMcZFjE
dbo.IntegrationLog,>-,dbo.IntegrationDirection,1,DirectionId, = ,Id,FKjOPpMYSty1wkp8K4mX5hsmNevg0
dbo.IntegrationLog,>-,dbo.IntegrationOperation,1,OperationId, = ,Id,FK5zPycC7xAy45kA0K2O2tAsNdqg
dbo.IntegrationLog,>-,dbo.IntegrationResult,1,ResultId, = ,Id,FK3eb9YbMhNaQSZG4lLCecUlbQQ
dbo.IntegrationLog,>-,dbo.IntegrationSystem,1,IntegrationSystemId, = ,Id,FKEgSsWbTl0wmN0eKxppZ1nZEISE
dbo.IntegrationLogSettings,>-,dbo.IntegrationSystem,1,IntegrationSystemId, = ,Id,FKGTSNGIbiR6VVX99XRSd9ep1xhI8
dbo.Invoice,>-,dbo.Account,1,AccountId, = ,Id,FK47Ejga9HfsdBDgecNtFE7Yj6H6M
dbo.Invoice,>-,dbo.Account,1,SupplierId, = ,Id,FKwD8rwLXxs0z6RhjNX4As4y7PS8
dbo.Invoice,>-,dbo.AccountBillingInfo,1,SupplierBillingInfoId, = ,Id,FKudC6qRKy7JdrbLZvTg9A5sk
dbo.Invoice,>-,dbo.AccountBillingInfo,1,CustomerBillingInfoId, = ,Id,FKAEx1ygLSeNjGxMxcY8N6ak4qH4
dbo.Invoice,>-,dbo.Contact,1,ContactId, = ,Id,FKQn8lAKAygyYZT4OPnqLcBugWfo
dbo.Invoice,>-,dbo.Contact,1,OwnerId, = ,Id,FK8mbXP2TeKuF4GcaeqDt7qIzAtg
dbo.Invoice,>-,dbo.Contract,1,ContractId, = ,Id,FKqmaZ6heEpDM8JltlDBvyYdFQ4Bc
dbo.Invoice,>-,dbo.Currency,1,CurrencyId, = ,Id,FKqjvb0WHHtTGa4SyhC1lP4wHQRw
dbo.Invoice,>-,dbo.InvoicePaymentStatus,1,PaymentStatusId, = ,Id,FKlNpFRr9w80LbZbwHm056KlBPSxM
dbo.Invoice,>-,dbo.Opportunity,1,OpportunityId, = ,Id,FKQTs4NXNFPP6bIN72hyxGNLAYdE
dbo.Invoice,>-,dbo.Order,1,OrderId, = ,Id,FKBHEUjIxqx8ZV0HsWcrkV4uT6ns
dbo.Invoice,>-,dbo.Project,1,ProjectId, = ,Id,FKBquQhkdqN9Z0FMxTxPp6z4Qj8lk
dbo.InvoiceFile,>-,dbo.Contact,1,LockedById, = ,Id,FKX4AhpN5GDKun1429XIZIBGAki4
dbo.InvoiceFile,>-,dbo.FileType,1,TypeId, = ,Id,FK1UluQDY0XqtUqsUJyH1YcesodI
dbo.InvoiceFile,>-,dbo.Invoice,1,InvoiceId, = ,Id,FKYpdRviTnFYo1q5TDudrpbRtWVU
dbo.InvoiceFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FKBNC3lw2kamVKL7RbJlNceDSms9k
dbo.InvoiceFolder,>-,dbo.InvoiceFolder,1,ParentId, = ,Id,FKc8XEuXLGxBBqt4Tn3rkVtwLbIM
dbo.InvoiceInFolder,>-,dbo.Invoice,1,InvoiceId, = ,Id,FKJ03YpKPZD8NOMQMAkdrKVYPOgSQ
dbo.InvoiceInFolder,>-,dbo.InvoiceFolder,1,FolderId, = ,Id,FKSVKYVwvcUX4vt3FSEBjaLAfx348
dbo.InvoiceInTag,>-,dbo.Invoice,1,EntityId, = ,Id,FKwRN1TbxKMv4si5L3knPx90alhk
dbo.InvoiceInTag,>-,dbo.InvoiceTag,1,TagId, = ,Id,FKszzTRMBN245xd4ppmZU5covm1JM
dbo.InvoiceProduct,>-,dbo.Invoice,1,InvoiceId, = ,Id,FKGhhuftIbMCDQoaVZGeiie1pth4
dbo.InvoiceProduct,>-,dbo.Pricelist,1,PriceListId, = ,Id,FKkbqA88kPkSy65Cq6tiul6AOMcyM
dbo.InvoiceProduct,>-,dbo.Product,1,ProductId, = ,Id,FKAaEyb1LDNDhTnB7sOiqJ4aRaX6Q
dbo.InvoiceProduct,>-,dbo.SupplyPaymentProduct,1,SupplyPaymentProductId, = ,Id,FKpkEbHT29WV1bTAFBsre9QMlBc
dbo.InvoiceProduct,>-,dbo.Tax,1,TaxId, = ,Id,FKHTKFiBVhNhnIP17ih6MNNiwFso
dbo.InvoiceProduct,>-,dbo.Unit,1,UnitId, = ,Id,FKaeBqNf6aFFvJLiOmG1gzKqWQAsA
dbo.InvoiceTag,>-,dbo.TagType,1,TypeId, = ,Id,FKrVHwaep0ASaS6hmZzY0eKn6VrcE
dbo.InvoiceVisa,>-,dbo.Contact,1,SetById, = ,Id,FKBkdesZaZcnOdZokOhHqgjBCJh4
dbo.InvoiceVisa,>-,dbo.Invoice,1,InvoiceId, = ,Id,FK0870N8Tpd6d4lATkHAyHBfWPqmc
dbo.InvoiceVisa,>-,dbo.SysAdminUnit,1,VisaOwnerId, = ,Id,FKtdlUxxfgoGYJIGRCy3RePBlIQZI
dbo.InvoiceVisa,>-,dbo.SysAdminUnit,1,DelegatedFromId, = ,Id,FKEQ9EbgTuoHJPGe2uC7rBMGL3Rc
dbo.InvoiceVisa,>-,dbo.VisaStatus,1,StatusId, = ,Id,FKN5lbjeZJdGrrYWJXJdFTycIxE
dbo.KnowledgeBase,>-,dbo.KnowledgeBaseType,1,TypeId, = ,Id,FKCaxZHsgHwYUhLh5L4F4kQmY0eCY
dbo.KnowledgeBaseFile,>-,dbo.Contact,1,LockedById, = ,Id,FKmix5gJiFjf9aUmaiQk9CjivBwJs
dbo.KnowledgeBaseFile,>-,dbo.FileType,1,TypeId, = ,Id,FKKSQRysyAjkYa1xrc9Zyb00eV9g
dbo.KnowledgeBaseFile,>-,dbo.KnowledgeBase,1,KnowledgeBaseId, = ,Id,FKjuQH2iI54xKBTsmBOheHOp7yA
dbo.KnowledgeBaseFolder,>-,dbo.FolderType,1,FolderTypeId, = ,Id,FKBJ4XRa0aCU2I94qRfYOcmKBlfSQ
dbo.KnowledgeBaseFolder,>-,dbo.KnowledgeBaseFolder,1,ParentId, = ,Id,FKP8QoKa2lkLf0iIDQWKid6wxHOA
dbo.KnowledgeBaseInCase,>-,dbo.Case,1,CaseId, = ,Id,FKhNTOppVVkwbNZTOsarmqbelx7F4
dbo.KnowledgeBaseInCase,>-,dbo.KnowledgeBase,1,KnowledgeBaseId, = ,Id,FKB5UzcC8hAgjXkJodePl8XjMhtpE
dbo.KnowledgeBaseInFolder,>-,dbo.KnowledgeBase,1,KnowledgeBaseId, = ,Id,FK1tkoQqshs8JYl2WM4XIt9mdWR7c
dbo.KnowledgeBaseInFolder,>-,dbo.KnowledgeBaseFolder,1,FolderId, = ,Id,FKWulcJ8Xpnzb9GVHgagzH3V4iQMM
dbo.KnowledgeBaseInTagV2,>-,dbo.KnowledgeBase,1,EntityId, = ,Id,FKS8Dw0JS1twNekX7nxKLJHeCfhc
dbo.KnowledgeBaseInTagV2,>-,dbo.KnowledgeBaseTagV2,1,TagId, = ,Id,FKY6FoCXno95K8uB9Gyn2YYWxJQc
dbo.KnowledgeBaseTagDecoupling,>-,dbo.KnowledgeBase,1,KnowledgeBaseId, = ,Id,FKkfZrl9HnQpd8HHldVcDdmLOr7o
dbo.KnowledgeBaseTagDecoupling,>-,dbo.KnowledgeBaseTag,1,TagId, = ,Id,FKDGEhKqMmabpYPAYTLp7Wntj1J8w
dbo.KnowledgeBaseTagV2,>-,dbo.TagType,1,TypeId, = ,Id,FKbuAaJQ5Qd7m7YU6mLbO9Z3t0J9Y
